주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,제품 코드,제품 대분류,제품 중분류,제품명,관리자,반품?,매출,수량,할인율,수익
IN-2025-23754,12/31/2025,1/7/2026,표준 배송,KM-16225,노예찬,기업 고객,노원구,서울특별시,대한민국,TEC-AC-10002324,사무기기,악세사리,"Enermax Numeric Keypad, Bluetooth",전소현,False,175429.8,3,0,6976.8
IN-2025-23754,12/31/2025,1/7/2026,표준 배송,KM-16225,노예찬,기업 고객,노원구,서울특별시,대한민국,OFF-PA-10004727,사무용품,종이,"Eaton Note Cards, 8.5 x 11",전소현,False,81059.4,3,0,25887.6
IN-2025-23754,12/31/2025,1/7/2026,표준 배송,KM-16225,노예찬,기업 고객,노원구,서울특별시,대한민국,OFF-EN-10002630,사무용품,봉투,"Ames Business Envelopes, Recycled",전소현,False,68544,5,0,25245
IN-2025-22907,6/26/2025,7/2/2025,표준 배송,JW-15220,현유희,기업 고객,의령군,경상남도,대한민국,OFF-BI-10002301,사무용품,바인더,"Cardinal Hole Reinforcements, Economy",원유선,False,21787.2,4,0,7588.8
IN-2025-22907,6/26/2025,7/2/2025,표준 배송,JW-15220,현유희,기업 고객,의령군,경상남도,대한민국,OFF-FA-10002617,사무용품,파스너,"Advantus Clamps, Assorted Sizes",원유선,False,119523.6,7,0,14137.2
IN-2025-38629,8/29/2025,9/3/2025,표준 배송,PT-19090,백지혁,소비자,양천구,서울특별시,대한민국,TEC-PH-10004358,사무기기,전화기,"Samsung Office Telephone, Cordless",전소현,False,138862.8,2,0,13831.2
IN-2025-38629,8/29/2025,9/3/2025,표준 배송,PT-19090,백지혁,소비자,양천구,서울특별시,대한민국,FUR-CH-10004913,가구,의자,"Office Star Rocking Chair, Red",전소현,False,1006097.4,7,0,110527.2
IN-2025-38629,8/29/2025,9/3/2025,표준 배송,PT-19090,백지혁,소비자,양천구,서울특별시,대한민국,OFF-ST-10002066,사무용품,수납용품,"Smead File Cart, Blue",전소현,False,130019.4,1,0,37699.2
IN-2025-41527,11/12/2025,11/19/2025,표준 배송,TB-21625,남은준,소비자,의정부시,경기도,대한민국,OFF-BI-10004369,사무용품,바인더,"Ibico Hole Reinforcements, Recycled",전소현,False,6747.3,1,0.1,1943.1
IN-2025-16782,5/22/2025,5/28/2025,표준 배송,VM-21685,노우석,홈 오피스,구로구,서울특별시,대한민국,OFF-EN-10003715,사무용품,봉투,"Kraft Manila Envelope, Set of 50",전소현,False,48635.64,2,0.1,1022.04
IN-2025-16782,5/22/2025,5/28/2025,표준 배송,VM-21685,노우석,홈 오피스,구로구,서울특별시,대한민국,FUR-CH-10000432,가구,의자,"Harbour Creations Swivel Stool, Adjustable",전소현,False,167635.98,1,0.1,-7457.22
IN-2025-79096,9/17/2025,9/21/2025,표준 배송,TS-21430,구성욱,기업 고객,중구,인천광역시,대한민국,FUR-FU-10003414,가구,가구류,"Tenex Clock, Duo Pack",전소현,False,149843.304,4,0.27,24628.104
IN-2025-48261,10/23/2025,10/25/2025,특급 배송,CY-12745,고정민,기업 고객,금천구,서울특별시,대한민국,TEC-CO-10002376,사무기기,복사기,"Hewlett Fax Machine, Laser",전소현,False,978955.2,3,0,469832.4
IN-2025-34163,11/26/2025,12/3/2025,표준 배송,JM-15250,정소율,소비자,동작구,서울특별시,대한민국,TEC-AC-10001616,사무기기,악세사리,"SanDisk Numeric Keypad, Erganomic",전소현,False,521883,9,0,52050.6
IN-2025-34163,11/26/2025,12/3/2025,표준 배송,JM-15250,정소율,소비자,동작구,서울특별시,대한민국,OFF-AR-10003684,사무용품,필기구,"BIC Sketch Pad, Fluorescent",전소현,False,101836.8,2,0,36658.8
IN-2025-70766,12/2/2025,12/7/2025,표준 배송,MS-17710,한정호,소비자,음성군,충청북도,대한민국,OFF-FA-10001621,사무용품,파스너,"Accos Rubber Bands, 12 Pack",신한결,False,32864.4,2,0,4896
IN-2025-17027,2/14/2025,2/16/2025,특급 배송,RW-19630,최중민,기업 고객,함안군,경상남도,대한민국,FUR-CH-10003822,가구,의자,"SAFCO Steel Folding Chair, Adjustable",원유선,True,359856,4,0,169034.4
IN-2025-17027,2/14/2025,2/16/2025,특급 배송,RW-19630,최중민,기업 고객,함안군,경상남도,대한민국,OFF-FA-10003779,사무용품,파스너,"Stockwell Paper Clips, Assorted Sizes",원유선,True,56671.2,4,0,23133.6
IN-2025-17027,2/14/2025,2/16/2025,특급 배송,RW-19630,최중민,기업 고객,함안군,경상남도,대한민국,TEC-CO-10002674,사무기기,복사기,"Sharp Fax and Copier, High-Speed",원유선,True,340272,2,0,20379.6
IN-2025-71067,5/13/2025,5/17/2025,표준 배송,NZ-18565,지혁수,홈 오피스,과천시,경기도,대한민국,OFF-ST-10004315,사무용품,수납용품,"Rogers Lockers, Blue",전소현,False,431704.8,2,0,21542.4
IN-2025-71067,5/13/2025,5/17/2025,표준 배송,NZ-18565,지혁수,홈 오피스,과천시,경기도,대한민국,TEC-MA-10003351,사무기기,전산기기,"Okidata Card Printer, White",전소현,False,888624,5,0,364293
IN-2025-71067,5/13/2025,5/17/2025,표준 배송,NZ-18565,지혁수,홈 오피스,과천시,경기도,대한민국,TEC-MA-10004064,사무기기,전산기기,"Panasonic Calculator, Red",전소현,False,96757.2,2,0,33843.6
IN-2025-61939,4/8/2025,4/15/2025,표준 배송,AH-10075,차정혁,기업 고객,동구,부산광역시,대한민국,FUR-FU-10003826,가구,가구류,"Eldon Door Stop, Duo Pack",원유선,False,153673.2,3,0,55263.6
IN-2025-35528,12/8/2025,12/14/2025,표준 배송,MC-17425,원태우,기업 고객,동구,울산광역시,대한민국,TEC-PH-10000030,사무기기,전화기,"Samsung Smart Phone, with Caller ID",원유선,False,3769952.13,7,0.17,772008.93
IN-2025-26106,8/5/2025,8/12/2025,표준 배송,SV-20365,원철규,소비자,용인시,경기도,대한민국,OFF-LA-10004738,사무용품,라벨,"Harbour Creations Legal Exhibit Labels, Alphabetical",전소현,False,21970.8,2,0,8568
ID-2025-44131,4/3/2025,4/5/2025,빠른 배송,LS-16975,한만규,홈 오피스,통영시,경상남도,대한민국,OFF-FA-10001621,사무용품,파스너,"OIC Rubber Bands, Bulk Pack",원유선,False,64596.294,7,0.47,-15942.906
ID-2025-28122,1/5/2025,1/9/2025,빠른 배송,MP-17965,전민정,기업 고객,속초시,강원도,대한민국,FUR-CH-10002932,가구,의자,"Harbour Creations Rocking Chair, Adjustable",허진성,False,334131.804,3,0.27,-77866.596
ID-2025-28122,1/5/2025,1/9/2025,빠른 배송,MP-17965,전민정,기업 고객,속초시,강원도,대한민국,FUR-CH-10003950,가구,의자,"Novimex Executive Leather Armchair, Black",허진성,False,1022968.71,3,0.27,-336405.69
IN-2025-34317,2/13/2025,2/15/2025,빠른 배송,AM-10705,곽찬경,소비자,강남구,서울특별시,대한민국,OFF-BI-10003309,사무용품,바인더,"Wilson Jones Binder Covers, Clear",전소현,False,48883.5,5,0.1,8032.5
IN-2025-34317,2/13/2025,2/15/2025,빠른 배송,AM-10705,곽찬경,소비자,강남구,서울특별시,대한민국,FUR-BO-10001372,가구,책장,"Safco Classic Bookcase, Pine",전소현,False,1210383,3,0.1,-40392
IN-2025-34317,2/13/2025,2/15/2025,빠른 배송,AM-10705,곽찬경,소비자,강남구,서울특별시,대한민국,TEC-AC-10002244,사무기기,악세사리,"Enermax Router, Erganomic",전소현,False,2116228.68,9,0.1,282064.68
IN-2025-34317,2/13/2025,2/15/2025,빠른 배송,AM-10705,곽찬경,소비자,강남구,서울특별시,대한민국,TEC-PH-10003891,사무기기,전화기,"Cisco Audio Dock, with Caller ID",전소현,False,668561.04,4,0.1,245057.04
IN-2025-34317,2/13/2025,2/15/2025,빠른 배송,AM-10705,곽찬경,소비자,강남구,서울특별시,대한민국,OFF-BI-10003309,사무용품,바인더,"Wilson Jones Binder Covers, Clear",전소현,False,9776.7,1,0.1,1606.5
IN-2025-34317,2/13/2025,2/15/2025,빠른 배송,AM-10705,곽찬경,소비자,강남구,서울특별시,대한민국,TEC-AC-10003659,사무기기,악세사리,"Memorex Memory Card, Programmable",전소현,False,190521.72,2,0.1,8451.72
IN-2025-13016,10/7/2025,10/10/2025,특급 배송,DK-12895,민라희,소비자,화천군,강원도,대한민국,OFF-AP-10004972,사무용품,가전,"Breville Coffee Grinder, Red",허진성,False,261853.38,5,0.17,47194.38
ID-2025-64606,12/19/2025,12/24/2025,빠른 배송,GD-14590,심상재,기업 고객,보성군,전라남도,대한민국,OFF-EN-10001157,사무용품,봉투,"Ames Business Envelopes, Security-Tint",곽승예,False,26879.04,2,0.1,-599.76
IN-2025-20408,6/11/2025,6/15/2025,표준 배송,SS-20140,서수빈,기업 고객,금정구,부산광역시,대한민국,FUR-CH-10003965,가구,의자,"Hon Rocking Chair, Red",원유선,False,699470.1,7,0.25,130554.9
IN-2025-74833,4/16/2025,4/21/2025,표준 배송,JP-16135,김선일,홈 오피스,횡성군,강원도,대한민국,TEC-PH-10004350,사무기기,전화기,"Samsung Headset, Cordless",허진성,False,515071.44,8,0.17,130245.84
IN-2025-74833,4/16/2025,4/21/2025,표준 배송,JP-16135,김선일,홈 오피스,횡성군,강원도,대한민국,TEC-CO-10004981,사무기기,복사기,"Canon Copy Machine, High-Speed",허진성,False,740875.572,3,0.07,143349.372
IN-2025-39427,9/22/2025,9/26/2025,표준 배송,TP-21415,신혜림,소비자,여주시,경기도,대한민국,TEC-MA-10000555,사무기기,전산기기,"Panasonic Card Printer, Red",전소현,False,523168.2,3,0,0
IN-2025-56899,5/6/2025,5/11/2025,표준 배송,LM-17065,조의철,소비자,부평구,인천광역시,대한민국,OFF-AR-10003046,사무용품,필기구,"Sanford Sketch Pad, Fluorescent",전소현,False,95349.6,2,0,28580.4
ID-2025-42689,12/13/2025,12/15/2025,빠른 배송,RM-19375,정준서,소비자,강남구,서울특별시,대한민국,OFF-PA-10001944,사무용품,종이,"SanDisk Computer Printout Paper, Premium",전소현,False,109388.88,4,0.1,-2484.72
IN-2025-47449,7/12/2025,7/13/2025,특급 배송,CD-12280,권시진,소비자,계양구,인천광역시,대한민국,FUR-BO-10000288,가구,책장,"Safco Classic Bookcase, Traditional",전소현,False,2234565,5,0,67014
IN-2025-47449,7/12/2025,7/13/2025,특급 배송,CD-12280,권시진,소비자,계양구,인천광역시,대한민국,FUR-CH-10004082,가구,의자,"Office Star Chairmat, Black",전소현,False,452604.6,7,0,162792
IN-2025-64529,5/5/2025,5/7/2025,빠른 배송,MC-17275,임다영,소비자,오산시,경기도,대한민국,OFF-EN-10004958,사무용품,봉투,"Cameo Manila Envelope, Security-Tint",전소현,False,29988,2,0.5,-10832.4
IN-2025-64529,5/5/2025,5/7/2025,빠른 배송,MC-17275,임다영,소비자,오산시,경기도,대한민국,TEC-CO-10001775,사무기기,복사기,"Sharp Wireless Fax, Laser",전소현,False,544557.6,3,0.5,-76285.8
ID-2025-54239,8/23/2025,8/27/2025,표준 배송,DB-12910,나은슬,홈 오피스,순창군,전라북도,대한민국,OFF-AR-10003582,사무용품,필기구,"BIC Pencil Sharpener, Water Color",곽승예,False,23968.674,1,0.27,-7243.326
IN-2025-67434,8/8/2025,8/14/2025,표준 배송,NL-18310,김연경,홈 오피스,동래구,부산광역시,대한민국,FUR-FU-10002210,가구,가구류,"Tenex Clock, Black",원유선,False,256275,5,0,43452
IN-2025-15690,5/26/2025,5/31/2025,표준 배송,JM-15250,정소율,소비자,동작구,서울특별시,대한민국,OFF-ST-10004060,사무용품,수납용품,"Fellowes Lockers, Blue",전소현,False,211476.6,2,0.5,-29651.4
IN-2025-14059,10/24/2025,10/30/2025,표준 배송,SW-20350,양다희,홈 오피스,과천시,경기도,대한민국,OFF-FA-10002481,사무용품,파스너,"OIC Rubber Bands, 12 Pack",전소현,False,67320,4,0,1958.4
IN-2025-21059,11/7/2025,11/12/2025,표준 배송,AR-10405,신상호,기업 고객,고양시,경기도,대한민국,OFF-FA-10003745,사무용품,파스너,"Accos Rubber Bands, Metal",전소현,True,119952,7,0,38341.8
IN-2025-21059,11/7/2025,11/12/2025,표준 배송,AR-10405,신상호,기업 고객,고양시,경기도,대한민국,FUR-CH-10003910,가구,의자,"Harbour Creations Chairmat, Adjustable",전소현,True,151959.6,2,0,66830.4
IN-2025-52034,3/13/2025,3/20/2025,표준 배송,RE-19450,배세훈,소비자,구리시,경기도,대한민국,TEC-CO-10003342,사무기기,복사기,"Canon Fax Machine, High-Speed",전소현,False,1614609,5,0,339048
IN-2025-68337,11/13/2025,11/17/2025,표준 배송,TS-21430,구성욱,기업 고객,중구,인천광역시,대한민국,FUR-BO-10003793,가구,책장,"Bush 3-Shelf Cabinet, Metal",전소현,True,135488.538,1,0.07,53878.338
IN-2025-68337,11/13/2025,11/17/2025,표준 배송,TS-21430,구성욱,기업 고객,중구,인천광역시,대한민국,OFF-LA-10001548,사무용품,라벨,"Avery Shipping Labels, Adjustable",전소현,True,36895.95,7,0.47,-16011.45
IN-2025-68337,11/13/2025,11/17/2025,표준 배송,TS-21430,구성욱,기업 고객,중구,인천광역시,대한민국,TEC-AC-10003407,사무기기,악세사리,"Memorex Mouse, Erganomic",전소현,True,84268.728,6,0.47,-52513.272
IN-2025-68337,11/13/2025,11/17/2025,표준 배송,TS-21430,구성욱,기업 고객,중구,인천광역시,대한민국,OFF-EN-10003715,사무용품,봉투,"Kraft Manila Envelope, Set of 50",전소현,True,57281.976,4,0.47,-37945.224
IN-2025-68337,11/13/2025,11/17/2025,표준 배송,TS-21430,구성욱,기업 고객,중구,인천광역시,대한민국,FUR-FU-10000069,가구,가구류,"Tenex Door Stop, Durable",전소현,True,91407.096,3,0.27,-18844.704
IN-2025-68337,11/13/2025,11/17/2025,표준 배송,TS-21430,구성욱,기업 고객,중구,인천광역시,대한민국,OFF-ST-10001229,사무용품,수납용품,"Fellowes Box, Single Width",전소현,True,100118.916,6,0.17,-10959.084
ID-2025-72110,1/8/2025,1/12/2025,표준 배송,DP-13165,유용석,소비자,하남시,경기도,대한민국,OFF-AP-10004295,사무용품,가전,"Cuisinart Refrigerator, Silver",전소현,False,1824359.76,4,0.1,101334.96
ID-2025-72110,1/8/2025,1/12/2025,표준 배송,DP-13165,유용석,소비자,하남시,경기도,대한민국,OFF-AP-10003963,사무용품,가전,"Breville Microwave, Silver",전소현,False,3887215.92,14,0.1,-43354.08
ID-2025-15774,11/25/2025,11/29/2025,표준 배송,BP-11185,조성민,기업 고객,봉화군,경상북도,대한민국,OFF-SU-10003559,사무용품,일반 사무용품,"Kleencut Ruler, Steel",원유선,False,14012.352,2,0.47,-6918.048
ID-2025-15774,11/25/2025,11/29/2025,표준 배송,BP-11185,조성민,기업 고객,봉화군,경상북도,대한민국,OFF-LA-10000370,사무용품,라벨,"Hon Color Coded Labels, Laser Printer Compatible",원유선,False,27700.344,4,0.47,-7428.456
ID-2025-75190,6/6/2025,6/10/2025,표준 배송,PP-18955,권동탁,홈 오피스,구리시,경기도,대한민국,FUR-CH-10001684,가구,의자,"Office Star Rocking Chair, Adjustable",전소현,False,1184770.8,9,0.1,-105478.2
ID-2025-75190,6/6/2025,6/10/2025,표준 배송,PP-18955,권동탁,홈 오피스,구리시,경기도,대한민국,FUR-FU-10003217,가구,가구류,"Tenex Frame, Durable",전소현,False,687646.26,7,0.1,99238.86
ID-2025-75190,6/6/2025,6/10/2025,표준 배송,PP-18955,권동탁,홈 오피스,구리시,경기도,대한민국,TEC-PH-10002742,사무기기,전화기,"Motorola Audio Dock, Cordless",전소현,False,485309.88,3,0.1,59266.08
ID-2025-75190,6/6/2025,6/10/2025,표준 배송,PP-18955,권동탁,홈 오피스,구리시,경기도,대한민국,FUR-BO-10002462,가구,책장,"Ikea Classic Bookcase, Pine",전소현,False,758451.6,2,0.1,-67442.4
IN-2025-19274,11/28/2025,11/29/2025,특급 배송,DB-13270,박창원,홈 오피스,괴산군,충청북도,대한민국,OFF-ST-10003606,사무용품,수납용품,"Smead Box, Single Width",신한결,False,27429.84,3,0.17,2643.84
IN-2025-19274,11/28/2025,11/29/2025,특급 배송,DB-13270,박창원,홈 오피스,괴산군,충청북도,대한민국,FUR-FU-10002292,가구,가구류,"Deflect-O Door Stop, Duo Pack",신한결,False,229388.922,7,0.27,43891.722
IN-2025-19274,11/28/2025,11/29/2025,특급 배송,DB-13270,박창원,홈 오피스,괴산군,충청북도,대한민국,TEC-CO-10001787,사무기기,복사기,"HP Fax and Copier, Laser",신한결,False,656013.816,4,0.07,119901.816
IN-2025-19274,11/28/2025,11/29/2025,특급 배송,DB-13270,박창원,홈 오피스,괴산군,충청북도,대한민국,OFF-BI-10001744,사무용품,바인더,"Acco Binding Machine, Economy",신한결,False,173011.176,4,0.17,-12547.224
IN-2025-19274,11/28/2025,11/29/2025,특급 배송,DB-13270,박창원,홈 오피스,괴산군,충청북도,대한민국,OFF-FA-10000581,사무용품,파스너,"Stockwell Thumb Tacks, Metal",신한결,False,22137.57,3,0.47,-5861.43
IN-2025-19274,11/28/2025,11/29/2025,특급 배송,DB-13270,박창원,홈 오피스,괴산군,충청북도,대한민국,FUR-FU-10000666,가구,가구류,"Rubbermaid Frame, Black",신한결,False,245472.282,3,0.27,-0.918
IN-2025-19274,11/28/2025,11/29/2025,특급 배송,DB-13270,박창원,홈 오피스,괴산군,충청북도,대한민국,FUR-FU-10001343,가구,가구류,"Eldon Stacking Tray, Erganomic",신한결,False,89709.408,4,0.27,-7476.192
IN-2025-19274,11/28/2025,11/29/2025,특급 배송,DB-13270,박창원,홈 오피스,괴산군,충청북도,대한민국,OFF-EN-10004053,사무용품,봉투,"GlobeWeis Manila Envelope, with clear poly window",신한결,False,50162.274,3,0.47,-18963.126
IN-2025-19274,11/28/2025,11/29/2025,특급 배송,DB-13270,박창원,홈 오피스,괴산군,충청북도,대한민국,OFF-SU-10000216,사무용품,일반 사무용품,"Stiletto Ruler, Steel",신한결,False,54038.376,7,0.47,-19432.224
IN-2025-19274,11/28/2025,11/29/2025,특급 배송,DB-13270,박창원,홈 오피스,괴산군,충청북도,대한민국,OFF-LA-10002364,사무용품,라벨,"Smead Shipping Labels, Alphabetical",신한결,False,12358.116,2,0.47,-4227.084
IN-2025-24314,5/20/2025,5/25/2025,표준 배송,RD-19720,도형준,소비자,강동구,서울특별시,대한민국,TEC-PH-10000720,사무기기,전화기,"Samsung Audio Dock, Full Size",전소현,False,857412,5,0,325737
IN-2025-24314,5/20/2025,5/25/2025,표준 배송,RD-19720,도형준,소비자,강동구,서울특별시,대한민국,TEC-AC-10000258,사무기기,악세사리,"Belkin Numeric Keypad, Bluetooth",전소현,False,295596,5,0,141831
IN-2025-24314,5/20/2025,5/25/2025,표준 배송,RD-19720,도형준,소비자,강동구,서울특별시,대한민국,TEC-AC-10001438,사무기기,악세사리,"SanDisk Flash Drive, Programmable",전소현,False,293025.6,7,0,49694.4
IN-2025-24314,5/20/2025,5/25/2025,표준 배송,RD-19720,도형준,소비자,강동구,서울특별시,대한민국,OFF-ST-10003319,사무용품,수납용품,"Rogers Box, Wire Frame",전소현,False,47001.6,2,0,14994
ID-2025-10447,11/28/2025,12/3/2025,빠른 배송,SM-20950,김덕수,기업 고객,논산시,충청남도,대한민국,FUR-FU-10004464,가구,가구류,"Deflect-O Clock, Durable",신한결,False,86916.24,2,0.1,-7760.16
ID-2025-10447,11/28/2025,12/3/2025,빠른 배송,SM-20950,김덕수,기업 고객,논산시,충청남도,대한민국,TEC-PH-10001478,사무기기,전화기,"Nokia Headset, Full Size",신한결,False,273196.8,4,0.1,63648
IN-2025-32406,11/26/2025,11/30/2025,표준 배송,MH-17440,류정미,기업 고객,울진군,경상북도,대한민국,OFF-LA-10002596,사무용품,라벨,"Harbour Creations Round Labels, Laser Printer Compatible",원유선,False,48195,7,0,13494.6
IN-2025-32406,11/26/2025,11/30/2025,표준 배송,MH-17440,류정미,기업 고객,울진군,경상북도,대한민국,FUR-BO-10000087,가구,책장,"Dania Classic Bookcase, Mobile",원유선,False,2107728,5,0,105264
IN-2025-32406,11/26/2025,11/30/2025,표준 배송,MH-17440,류정미,기업 고객,울진군,경상북도,대한민국,OFF-BI-10003265,사무용품,바인더,"Wilson Jones Binder, Clear",원유선,False,25459.2,2,0,2264.4
IN-2025-32406,11/26/2025,11/30/2025,표준 배송,MH-17440,류정미,기업 고객,울진군,경상북도,대한민국,OFF-AR-10002256,사무용품,필기구,"BIC Sketch Pad, Easy-Erase",원유선,False,199634.4,4,0,31824
ID-2025-21374,9/26/2025,10/1/2025,표준 배송,CG-12520,소경애,소비자,해남군,전라남도,대한민국,OFF-LA-10001830,사무용품,라벨,"Hon Round Labels, Laser Printer Compatible",곽승예,False,43204.752,12,0.47,-23992.848
ID-2025-21374,9/26/2025,10/1/2025,표준 배송,CG-12520,소경애,소비자,해남군,전라남도,대한민국,OFF-BI-10001028,사무용품,바인더,"Ibico 3-Hole Punch, Clear",곽승예,False,101287.224,4,0.17,17076.024
IN-2025-73258,4/15/2025,4/15/2025,당일 배송,GR-14560,권진아,기업 고객,완도군,전라남도,대한민국,FUR-FU-10001507,가구,가구류,"Rubbermaid Light Bulb, Duo Pack",곽승예,False,77112,5,0.2,10557
IN-2025-73258,4/15/2025,4/15/2025,당일 배송,GR-14560,권진아,기업 고객,완도군,전라남도,대한민국,TEC-PH-10002443,사무기기,전화기,"Cisco Signal Booster, with Caller ID",곽승예,False,232299.9,3,0.5,-144080.1
IN-2025-37166,4/24/2025,4/28/2025,표준 배송,Dp-13240,남세현,홈 오피스,광산구,광주광역시,대한민국,FUR-BO-10001541,가구,책장,"Bush Stackable Bookrack, Traditional",곽승예,False,878005.8,7,0,70043.4
IN-2025-78200,4/2/2025,4/4/2025,특급 배송,FC-14245,유옥자,홈 오피스,옥천군,충청북도,대한민국,OFF-PA-10002514,사무용품,종이,"Xerox Memo Slips, Premium",신한결,False,41401.8,3,0,13219.2
IN-2025-78200,4/2/2025,4/4/2025,특급 배송,FC-14245,유옥자,홈 오피스,옥천군,충청북도,대한민국,TEC-MA-10004997,사무기기,전산기기,"Konica Receipt Printer, Red",신한결,False,243576,2,0,31640.4
IN-2025-20415,8/1/2025,8/5/2025,표준 배송,GM-14455,민이슬,홈 오피스,과천시,경기도,대한민국,OFF-FA-10004027,사무용품,파스너,"OIC Staples, Bulk Pack",전소현,False,46267.2,4,0,2203.2
IN-2025-20415,8/1/2025,8/5/2025,표준 배송,GM-14455,민이슬,홈 오피스,과천시,경기도,대한민국,FUR-BO-10002204,가구,책장,"Bush Classic Bookcase, Pine",전소현,False,2111553,5,0,865674
IN-2025-24461,3/14/2025,3/19/2025,표준 배송,EL-13735,김민재,홈 오피스,강북구,서울특별시,대한민국,OFF-LA-10002139,사무용품,라벨,"Novimex Color Coded Labels, Alphabetical",전소현,False,33708.96,3,0.1,2955.96
ID-2025-71403,12/16/2025,12/20/2025,표준 배송,LS-17200,최승준,기업 고객,전주시,전라북도,대한민국,FUR-CH-10003836,가구,의자,"Harbour Creations Rocking Chair, Red",곽승예,True,328569.642,3,0.27,-4572.558
ID-2025-71403,12/16/2025,12/20/2025,표준 배송,LS-17200,최승준,기업 고객,전주시,전라북도,대한민국,OFF-PA-10004380,사무용품,종이,"SanDisk Memo Slips, Multicolor",곽승예,True,19883.268,2,0.47,-13164.732
ID-2025-71403,12/16/2025,12/20/2025,표준 배송,LS-17200,최승준,기업 고객,전주시,전라북도,대한민국,OFF-EN-10002613,사무용품,봉투,"Ames Clasp Envelope, Security-Tint",곽승예,True,20759.04,4,0.47,-13757.76
ID-2025-71403,12/16/2025,12/20/2025,표준 배송,LS-17200,최승준,기업 고객,전주시,전라북도,대한민국,OFF-LA-10000732,사무용품,라벨,"Novimex Round Labels, 5000 Label Set",곽승예,True,25202.772,7,0.47,-7784.028
ID-2025-71403,12/16/2025,12/20/2025,표준 배송,LS-17200,최승준,기업 고객,전주시,전라북도,대한민국,OFF-AR-10002665,사무용품,필기구,"Binney & Smith Markers, Easy-Erase",곽승예,True,36276.912,2,0.27,-10479.888
ID-2025-71403,12/16/2025,12/20/2025,표준 배송,LS-17200,최승준,기업 고객,전주시,전라북도,대한민국,OFF-AP-10002351,사무용품,가전,"Hamilton Beach Refrigerator, Silver",곽승예,True,848090.016,2,0.17,234988.416
IN-2025-69408,4/28/2025,5/3/2025,빠른 배송,CD-12790,류숙희,홈 오피스,목포시,전라남도,대한민국,OFF-EN-10003498,사무용품,봉투,"Cameo Interoffice Envelope, Recycled",곽승예,False,141463.8,3,0,52326
IN-2025-69408,4/28/2025,5/3/2025,빠른 배송,CD-12790,류숙희,홈 오피스,목포시,전라남도,대한민국,OFF-EN-10000219,사무용품,봉투,"Jiffy Clasp Envelope, Recycled",곽승예,False,22399.2,3,0,6242.4
IN-2025-69408,4/28/2025,5/3/2025,빠른 배송,CD-12790,류숙희,홈 오피스,목포시,전라남도,대한민국,TEC-CO-10002578,사무기기,복사기,"Canon Copy Machine, Laser",곽승예,False,534765.6,2,0,133660.8
IN-2025-79089,11/19/2025,11/21/2025,빠른 배송,MP-17470,문진구,홈 오피스,보은군,충청북도,대한민국,FUR-CH-10004387,가구,의자,"Office Star Bag Chairs, Red",신한결,False,203575.68,4,0.1,11285.28
IN-2025-69121,1/1/2025,1/5/2025,표준 배송,BD-11635,구현철,소비자,양주시,경기도,대한민국,TEC-MA-10004423,사무기기,전산기기,"StarTech Card Printer, White",전소현,False,685365.03,5,0.17,181536.03
IN-2025-69121,1/1/2025,1/5/2025,표준 배송,BD-11635,구현철,소비자,양주시,경기도,대한민국,FUR-BO-10003793,가구,책장,"Bush 3-Shelf Cabinet, Metal",전소현,False,183565.116,2,0.37,20344.716
IN-2025-47505,9/26/2025,9/29/2025,특급 배송,WB-21850,유미리,소비자,성주군,경상북도,대한민국,TEC-AC-10003889,사무기기,악세사리,"Enermax Mouse, USB",원유선,False,165240,4,0,39657.6
IN-2025-21143,9/25/2025,9/29/2025,표준 배송,DC-12850,손한나,소비자,가평군,경기도,대한민국,OFF-AR-10001266,사무용품,필기구,"Boston Canvas, Blue",전소현,False,109425.6,2,0,41554.8
IN-2025-21143,9/25/2025,9/29/2025,표준 배송,DC-12850,손한나,소비자,가평군,경기도,대한민국,OFF-LA-10004614,사무용품,라벨,"Smead Round Labels, 5000 Label Set",전소현,False,44614.8,6,0,11566.8
IN-2025-21143,9/25/2025,9/29/2025,표준 배송,DC-12850,손한나,소비자,가평군,경기도,대한민국,OFF-SU-10000789,사무용품,일반 사무용품,"Kleencut Box Cutter, Serrated",전소현,False,95931,3,0,34516.8
IN-2025-21143,9/25/2025,9/29/2025,표준 배송,DC-12850,손한나,소비자,가평군,경기도,대한민국,OFF-BI-10004105,사무용품,바인더,"Acco 3-Hole Punch, Recycled",전소현,False,62179.2,2,0,17380.8
IN-2025-21143,9/25/2025,9/29/2025,표준 배송,DC-12850,손한나,소비자,가평군,경기도,대한민국,OFF-SU-10000969,사무용품,일반 사무용품,"Fiskars Box Cutter, Serrated",전소현,False,98593.2,3,0,3855.6
IN-2025-21143,9/25/2025,9/29/2025,표준 배송,DC-12850,손한나,소비자,가평군,경기도,대한민국,FUR-FU-10000628,가구,가구류,"Rubbermaid Light Bulb, Black",전소현,False,96084,5,0,42228
IN-2025-15872,10/1/2025,10/3/2025,빠른 배송,JL-15235,우설희,소비자,광명시,경기도,대한민국,OFF-AR-10004749,사무용품,필기구,"BIC Canvas, Blue",전소현,False,383418,7,0,7497
IN-2025-15872,10/1/2025,10/3/2025,빠른 배송,JL-15235,우설희,소비자,광명시,경기도,대한민국,OFF-FA-10001272,사무용품,파스너,"OIC Thumb Tacks, Assorted Sizes",전소현,False,11750.4,1,0,3855.6
