order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,country,product_id,category,sub_category,product_name,manager,returned,sales,quantity,discount,profit
ID-2025-11112,2025-10-23,2025-10-26,First Class,TS-21370,류혜림,Corporate,김포시,경기도,대한민국,OFF-ST-10001707,Office Supplies,Storage,"Smead Shelving, Single Width",전소현,False,174787.2,7,0.5,-160864.2
IN-2025-46203,2025-08-05,2025-08-12,Standard Class,GZ-14470,진바람,Consumer,밀양시,경상남도,대한민국,OFF-AR-10001329,Office Supplies,Art,"BIC Pens, Fluorescent",원유선,False,15850.8,1,0.0,4590.0
IN-2025-48940,2025-08-19,2025-08-19,Same Day,JK-15325,이우준,Corporate,계룡시,충청남도,대한민국,OFF-BI-10001645,Office Supplies,Binders,"Ibico Binding Machine, Recycled",신한결,False,369709.2,7,0.0,36842.4
IN-2025-33729,2025-07-05,2025-07-09,Standard Class,JW-15955,신초롱,Consumer,서구,대전광역시,대한민국,FUR-BO-10004648,Furniture,Bookcases,"Sauder Library with Doors, Pine",신한결,False,1983798.0,5,0.0,297432.0
IN-2025-33729,2025-07-05,2025-07-09,Standard Class,JW-15955,신초롱,Consumer,서구,대전광역시,대한민국,FUR-FU-10004509,Furniture,Furnishings,"Advantus Door Stop, Duo Pack",신한결,False,91983.6,2,0.0,26622.0
IN-2025-10258,2025-05-12,2025-05-16,Standard Class,AD-10180,임현선,Home Office,시흥시,경기도,대한민국,OFF-ST-10004325,Office Supplies,Storage,"Eldon Box, Single Width",전소현,False,52479.0,5,0.0,20961.0
IN-2025-10258,2025-05-12,2025-05-16,Standard Class,AD-10180,임현선,Home Office,시흥시,경기도,대한민국,OFF-EN-10001977,Office Supplies,Envelopes,"Cameo Business Envelopes, Recycled",전소현,False,64260.0,4,0.0,14076.0
ID-2025-14514,2025-05-19,2025-05-26,Standard Class,KE-16420,조다혜,Corporate,음성군,충청북도,대한민국,TEC-MA-10003868,Technology,Machines,"StarTech Phone, Durable",신한결,False,304531.2,4,0.0,15177.6
IN-2025-44166,2025-10-09,2025-10-14,Standard Class,BF-10975,조호성,Corporate,부안군,전라북도,대한민국,FUR-TA-10003637,Furniture,Tables,"Lesro Coffee Table, with Bottom Storage",곽승예,False,179928.0,1,0.3,7711.2
IN-2025-44166,2025-10-09,2025-10-14,Standard Class,BF-10975,조호성,Corporate,부안군,전라북도,대한민국,TEC-AC-10004813,Technology,Accessories,"SanDisk Keyboard, Bluetooth",곽승예,False,373993.2,5,0.1,58048.2
IN-2025-42374,2025-06-10,2025-06-14,Standard Class,GH-14410,진빛나리,Home Office,성남시,경기도,대한민국,OFF-AR-10003592,Office Supplies,Art,"Sanford Pencil Sharpener, Fluorescent",전소현,False,47423.88,2,0.1,12601.08
IN-2025-42374,2025-06-10,2025-06-14,Standard Class,GH-14410,진빛나리,Home Office,성남시,경기도,대한민국,OFF-BI-10002278,Office Supplies,Binders,"Ibico Binder Covers, Economy",전소현,False,25061.4,2,0.1,4681.8
IN-2025-54981,2025-10-11,2025-10-16,Second Class,HW-14935,원종호,Corporate,강동구,서울특별시,대한민국,OFF-SU-10002027,Office Supplies,Supplies,"Stiletto Letter Opener, High Speed",전소현,False,25502.04,1,0.1,5642.64
IN-2025-54981,2025-10-11,2025-10-16,Second Class,HW-14935,원종호,Corporate,강동구,서울특별시,대한민국,FUR-CH-10002966,Furniture,Chairs,"Harbour Creations Swivel Stool, Red",전소현,False,330700.32,2,0.1,-25728.48
ID-2025-56983,2025-08-16,2025-08-22,Standard Class,BV-11245,안주성,Corporate,증평군,충청북도,대한민국,OFF-SU-10002732,Office Supplies,Supplies,"Acme Box Cutter, High Speed",신한결,False,115668.0,3,0.0,35802.0
ID-2025-56983,2025-08-16,2025-08-22,Standard Class,BV-11245,안주성,Corporate,증평군,충청북도,대한민국,FUR-TA-10003771,Furniture,Tables,"Hon Computer Table, Adjustable Height",신한결,False,1049173.02,3,0.3,-224827.38
ID-2025-56983,2025-08-16,2025-08-22,Standard Class,BV-11245,안주성,Corporate,증평군,충청북도,대한민국,TEC-AC-10001090,Technology,Accessories,"Enermax Mouse, Programmable",신한결,False,213129.0,5,0.0,93636.0
ID-2025-56983,2025-08-16,2025-08-22,Standard Class,BV-11245,안주성,Corporate,증평군,충청북도,대한민국,OFF-BI-10004250,Office Supplies,Binders,"Cardinal 3-Hole Punch, Recycled",신한결,False,118972.8,4,0.0,34394.4
ID-2025-56983,2025-08-16,2025-08-22,Standard Class,BV-11245,안주성,Corporate,증평군,충청북도,대한민국,FUR-CH-10001322,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",신한결,False,1942488.0,4,0.0,427298.4
ID-2025-56983,2025-08-16,2025-08-22,Standard Class,BV-11245,안주성,Corporate,증평군,충청북도,대한민국,FUR-CH-10003950,Furniture,Chairs,"Novimex Executive Leather Armchair, Black",신한결,False,467109.0,1,0.0,13984.2
IN-2025-54967,2025-09-09,2025-09-16,Standard Class,KW-16570,손보민,Consumer,강서구,서울특별시,대한민국,FUR-FU-10000918,Furniture,Furnishings,"Deflect-O Photo Frame, Duo Pack",전소현,False,52999.2,1,0.0,17992.8
IN-2025-54967,2025-09-09,2025-09-16,Standard Class,KW-16570,손보민,Consumer,강서구,서울특별시,대한민국,OFF-BI-10002432,Office Supplies,Binders,"Ibico Binder, Recycled",전소현,False,113097.6,7,0.0,43911.0
IN-2025-10860,2025-10-06,2025-10-08,Second Class,AH-10465,최윤재,Consumer,파주시,경기도,대한민국,OFF-LA-10000425,Office Supplies,Labels,"Avery Shipping Labels, Alphabetical",전소현,False,47613.6,4,0.0,18972.0
IN-2025-19673,2025-03-21,2025-03-24,Second Class,NH-18610,임종인,Corporate,성남시,경기도,대한민국,OFF-BI-10004666,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",전소현,False,102938.4,2,0.0,46267.2
IN-2025-19673,2025-03-21,2025-03-24,Second Class,NH-18610,임종인,Corporate,성남시,경기도,대한민국,OFF-EN-10002425,Office Supplies,Envelopes,"Ames Peel and Seal, Set of 50",전소현,False,76255.2,4,0.0,2203.2
IN-2025-19673,2025-03-21,2025-03-24,Second Class,NH-18610,임종인,Corporate,성남시,경기도,대한민국,OFF-LA-10004114,Office Supplies,Labels,"Avery File Folder Labels, Alphabetical",전소현,False,27356.4,3,0.0,7894.8
ID-2025-40358,2025-06-13,2025-06-17,Standard Class,CS-11845,현다영,Corporate,용산구,서울특별시,대한민국,TEC-MA-10000334,Technology,Machines,"Panasonic Printer, Wireless",전소현,False,407729.7,3,0.5,-48975.3
ID-2025-40358,2025-06-13,2025-06-17,Standard Class,CS-11845,현다영,Corporate,용산구,서울특별시,대한민국,OFF-AR-10004900,Office Supplies,Art,"Boston Canvas, Easy-Erase",전소현,False,27494.1,1,0.5,-17059.5
ID-2025-40358,2025-06-13,2025-06-17,Standard Class,CS-11845,현다영,Corporate,용산구,서울특별시,대한민국,FUR-TA-10001113,Furniture,Tables,"Barricks Training Table, Fully Assembled",전소현,False,456631.56,7,0.8,-776303.64
ID-2025-40358,2025-06-13,2025-06-17,Standard Class,CS-11845,현다영,Corporate,용산구,서울특별시,대한민국,OFF-SU-10000484,Office Supplies,Supplies,"Kleencut Ruler, High Speed",전소현,False,41493.6,6,0.5,-17442.0
ID-2025-40358,2025-06-13,2025-06-17,Standard Class,CS-11845,현다영,Corporate,용산구,서울특별시,대한민국,TEC-AC-10000861,Technology,Accessories,"SanDisk Router, Erganomic",전소현,False,129621.6,1,0.5,-88158.6
IN-2025-32077,2025-01-10,2025-01-14,Standard Class,TP-21130,명선용,Consumer,수원시,경기도,대한민국,OFF-AR-10003046,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",전소현,False,343258.56,8,0.1,76181.76
ID-2025-38433,2025-09-07,2025-09-11,Standard Class,JW-16075,이경숙,Consumer,무안군,전라남도,대한민국,FUR-FU-10003217,Furniture,Furnishings,"Tenex Frame, Durable",곽승예,False,327450.6,3,0.0,75276.0
ID-2025-38433,2025-09-07,2025-09-11,Standard Class,JW-16075,이경숙,Consumer,무안군,전라남도,대한민국,OFF-FA-10000838,Office Supplies,Fasteners,"Stockwell Push Pins, Assorted Sizes",곽승예,False,12056.4,1,0.0,91.8
ID-2025-38433,2025-09-07,2025-09-11,Standard Class,JW-16075,이경숙,Consumer,무안군,전라남도,대한민국,OFF-ST-10004280,Office Supplies,Storage,"Eldon Trays, Industrial",곽승예,False,49419.0,1,0.0,0.0
ID-2025-38433,2025-09-07,2025-09-11,Standard Class,JW-16075,이경숙,Consumer,무안군,전라남도,대한민국,TEC-PH-10002320,Technology,Phones,"Samsung Speaker Phone, Full Size",곽승예,False,254041.2,2,0.0,12668.4
IN-2025-18532,2025-10-16,2025-10-19,Second Class,AP-10915,반현재,Consumer,중구,인천광역시,대한민국,FUR-CH-10000026,Furniture,Chairs,"SAFCO Rocking Chair, Black",전소현,False,270259.2,2,0.0,10771.2
IN-2025-29256,2025-01-04,2025-01-09,Second Class,KC-16255,안주찬,Corporate,오산시,경기도,대한민국,OFF-BI-10004181,Office Supplies,Binders,"Avery 3-Hole Punch, Clear",전소현,False,55753.2,2,0.0,6120.0
IN-2025-29256,2025-01-04,2025-01-09,Second Class,KC-16255,안주찬,Corporate,오산시,경기도,대한민국,TEC-AC-10003217,Technology,Accessories,"Enermax Keyboard, USB",전소현,False,256030.2,3,0.0,63984.6
IN-2025-29256,2025-01-04,2025-01-09,Second Class,KC-16255,안주찬,Corporate,오산시,경기도,대한민국,FUR-CH-10001664,Furniture,Chairs,"Novimex Swivel Stool, Black",전소현,False,495811.8,3,0.0,109058.4
ID-2025-37635,2025-06-01,2025-06-05,Standard Class,AH-10195,한연경,Corporate,고양시,경기도,대한민국,TEC-CO-10002658,Technology,Copiers,"Hewlett Ink, Laser",전소현,False,151653.6,2,0.5,-3060.0
ID-2025-37635,2025-06-01,2025-06-05,Standard Class,AH-10195,한연경,Corporate,고양시,경기도,대한민국,OFF-AR-10000097,Office Supplies,Art,"BIC Sketch Pad, Blue",전소현,False,24816.6,1,0.5,-23347.8
ID-2025-37635,2025-06-01,2025-06-05,Standard Class,AH-10195,한연경,Corporate,고양시,경기도,대한민국,TEC-MA-10002827,Technology,Machines,"StarTech Printer, Red",전소현,False,258386.4,2,0.5,-237762.0
ID-2025-37635,2025-06-01,2025-06-05,Standard Class,AH-10195,한연경,Corporate,고양시,경기도,대한민국,OFF-ST-10003953,Office Supplies,Storage,"Smead File Cart, Industrial",전소현,False,65484.0,1,0.5,-28825.2
IN-2025-25679,2025-02-05,2025-02-09,Standard Class,JH-15910,신주철,Consumer,서구,대구광역시,대한민국,OFF-ST-10000344,Office Supplies,Storage,"Fellowes Box, Industrial",원유선,False,55520.64,3,0.1,10446.84
IN-2025-13807,2025-01-09,2025-01-15,Standard Class,MG-17680,남유비,Home Office,양평군,경기도,대한민국,FUR-CH-10004491,Furniture,Chairs,"SAFCO Swivel Stool, Adjustable",전소현,False,347677.2,2,0.0,125154.0
IN-2025-33869,2025-09-04,2025-09-08,Standard Class,LS-17230,김민경,Consumer,중구,울산광역시,대한민국,OFF-AP-10000391,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, Black",원유선,False,85863.6,2,0.0,38617.2
IN-2025-33869,2025-09-04,2025-09-08,Standard Class,LS-17230,김민경,Consumer,중구,울산광역시,대한민국,TEC-AC-10001639,Technology,Accessories,"Belkin Flash Drive, Erganomic",원유선,False,121635.0,3,0.0,21848.4
IN-2025-33869,2025-09-04,2025-09-08,Standard Class,LS-17230,김민경,Consumer,중구,울산광역시,대한민국,OFF-ST-10003020,Office Supplies,Storage,"Tenex Lockers, Industrial",원유선,False,626167.8,3,0.0,156519.0
IN-2025-33869,2025-09-04,2025-09-08,Standard Class,LS-17230,김민경,Consumer,중구,울산광역시,대한민국,OFF-BI-10003166,Office Supplies,Binders,"Cardinal Hole Reinforcements, Durable",원유선,False,20930.4,3,0.0,6885.0
IN-2025-33869,2025-09-04,2025-09-08,Standard Class,LS-17230,김민경,Consumer,중구,울산광역시,대한민국,OFF-FA-10001082,Office Supplies,Fasteners,"OIC Staples, Assorted Sizes",원유선,False,17931.6,2,0.0,306.0
IN-2025-33869,2025-09-04,2025-09-08,Standard Class,LS-17230,김민경,Consumer,중구,울산광역시,대한민국,TEC-CO-10003574,Technology,Copiers,"Brother Personal Copier, High-Speed",원유선,False,575647.2,4,0.0,247492.8
ID-2025-24538,2025-10-10,2025-10-12,Second Class,PC-18745,권영호,Corporate,안산시,경기도,대한민국,FUR-BO-10002738,Furniture,Bookcases,"Sauder Corner Shelving, Mobile",전소현,False,198661.32,2,0.35,-97852.68
ID-2025-24538,2025-10-10,2025-10-12,Second Class,PC-18745,권영호,Corporate,안산시,경기도,대한민국,FUR-CH-10002061,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Red",전소현,False,1092098.7,3,0.25,-14642.1
ID-2025-24538,2025-10-10,2025-10-12,Second Class,PC-18745,권영호,Corporate,안산시,경기도,대한민국,FUR-CH-10002626,Furniture,Chairs,"Hon Steel Folding Chair, Adjustable",전소현,False,128382.3,2,0.25,41049.9
ID-2025-68953,2025-12-20,2025-12-24,Standard Class,CS-12130,허상재,Consumer,신안군,전라남도,대한민국,OFF-AR-10004656,Office Supplies,Art,"Boston Sketch Pad, Easy-Erase",곽승예,False,72777.204,2,0.27,-5007.996
ID-2025-30180,2025-10-09,2025-10-16,Standard Class,TB-21520,차호성,Consumer,진도군,전라남도,대한민국,TEC-AC-10002482,Technology,Accessories,"Logitech Mouse, Erganomic",곽승예,False,24868.62,1,0.1,-2487.78
IN-2025-79005,2025-02-11,2025-02-15,Standard Class,LS-16945,송준호,Corporate,시흥시,경기도,대한민국,TEC-CO-10001726,Technology,Copiers,"HP Fax and Copier, High-Speed",전소현,False,486887.922,3,0.07,88934.922
IN-2025-79005,2025-02-11,2025-02-15,Standard Class,LS-16945,송준호,Corporate,시흥시,경기도,대한민국,TEC-PH-10002683,Technology,Phones,"Apple Smart Phone, Cordless",전소현,False,1616074.74,3,0.17,389351.34
IN-2025-79005,2025-02-11,2025-02-15,Standard Class,LS-16945,송준호,Corporate,시흥시,경기도,대한민국,OFF-SU-10000707,Office Supplies,Supplies,"Stiletto Shears, Serrated",전소현,False,72640.422,3,0.47,-5573.178
IN-2025-48121,2025-02-19,2025-02-21,First Class,CM-12160,김조은,Consumer,양양군,강원도,대한민국,FUR-FU-10004158,Furniture,Furnishings,"Deflect-O Frame, Black",허진성,False,505083.6,6,0.25,80784.0
IN-2025-48121,2025-02-19,2025-02-21,First Class,CM-12160,김조은,Consumer,양양군,강원도,대한민국,OFF-LA-10002630,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Laser Printer Compatible",허진성,False,11747.34,2,0.45,-6429.06
IN-2025-48121,2025-02-19,2025-02-21,First Class,CM-12160,김조은,Consumer,양양군,강원도,대한민국,TEC-PH-10000497,Technology,Phones,"Nokia Office Telephone, Cordless",허진성,False,104009.4,2,0.25,13861.8
IN-2025-48121,2025-02-19,2025-02-21,First Class,CM-12160,김조은,Consumer,양양군,강원도,대한민국,TEC-MA-10004613,Technology,Machines,"Okidata Phone, White",허진성,False,130447.8,2,0.25,29529.0
IN-2025-48121,2025-02-19,2025-02-21,First Class,CM-12160,김조은,Consumer,양양군,강원도,대한민국,OFF-ST-10003810,Office Supplies,Storage,"Tenex Box, Single Width",허진성,False,27819.99,3,0.45,-5136.21
IN-2025-48121,2025-02-19,2025-02-21,First Class,CM-12160,김조은,Consumer,양양군,강원도,대한민국,TEC-AC-10001500,Technology,Accessories,"Logitech Memory Card, Erganomic",허진성,False,227070.36,4,0.45,-161060.04
IN-2025-72495,2025-01-28,2025-02-02,Standard Class,BP-11155,정창재,Consumer,광주시,경기도,대한민국,OFF-SU-10004814,Office Supplies,Supplies,"Fiskars Shears, High Speed",전소현,False,340149.6,7,0.0,112240.8
IN-2025-54197,2025-03-31,2025-04-04,Standard Class,DB-13405,류하람,Consumer,북구,광주광역시,대한민국,TEC-CO-10002197,Technology,Copiers,"Hewlett Fax and Copier, High-Speed",곽승예,False,389782.8,2,0.0,148104.0
IN-2025-54197,2025-03-31,2025-04-04,Standard Class,DB-13405,류하람,Consumer,북구,광주광역시,대한민국,FUR-FU-10000548,Furniture,Furnishings,"Tenex Stacking Tray, Durable",곽승예,False,51469.2,2,0.0,19033.2
IN-2025-54197,2025-03-31,2025-04-04,Standard Class,DB-13405,류하람,Consumer,북구,광주광역시,대한민국,TEC-AC-10001352,Technology,Accessories,"SanDisk Numeric Keypad, Bluetooth",곽승예,False,112914.0,2,0.0,12362.4
IN-2025-54197,2025-03-31,2025-04-04,Standard Class,DB-13405,류하람,Consumer,북구,광주광역시,대한민국,FUR-FU-10004619,Furniture,Furnishings,"Tenex Stacking Tray, Erganomic",곽승예,False,48654.0,2,0.0,20379.6
IN-2025-54197,2025-03-31,2025-04-04,Standard Class,DB-13405,류하람,Consumer,북구,광주광역시,대한민국,FUR-BO-10001874,Furniture,Bookcases,"Sauder Corner Shelving, Pine",곽승예,False,758115.0,5,0.0,136323.0
IN-2025-54197,2025-03-31,2025-04-04,Standard Class,DB-13405,류하람,Consumer,북구,광주광역시,대한민국,OFF-PA-10003350,Office Supplies,Paper,"Eaton Message Books, 8.5 x 11",곽승예,False,100857.6,4,0.0,38311.2
IN-2025-26470,2025-01-03,2025-01-07,Standard Class,KH-16510,임미르,Consumer,서구,인천광역시,대한민국,TEC-MA-10003632,Technology,Machines,"Epson Calculator, Wireless",전소현,False,142014.6,3,0.0,69584.4
IN-2025-26470,2025-01-03,2025-01-07,Standard Class,KH-16510,임미르,Consumer,서구,인천광역시,대한민국,OFF-EN-10000968,Office Supplies,Envelopes,"Kraft Mailers, Recycled",전소현,False,37179.0,1,0.0,4804.2
IN-2025-26470,2025-01-03,2025-01-07,Standard Class,KH-16510,임미르,Consumer,서구,인천광역시,대한민국,OFF-EN-10004958,Office Supplies,Envelopes,"Cameo Manila Envelope, Security-Tint",전소현,False,29988.0,1,0.0,9577.8
IN-2025-46595,2025-11-05,2025-11-07,Second Class,ML-17410,우태희,Consumer,수성구,대구광역시,대한민국,TEC-AC-10004591,Technology,Accessories,"Logitech Memory Card, Bluetooth",원유선,True,738133.2,7,0.0,103244.4
IN-2025-46595,2025-11-05,2025-11-07,Second Class,ML-17410,우태희,Consumer,수성구,대구광역시,대한민국,TEC-PH-10001725,Technology,Phones,"Motorola Speaker Phone, Cordless",원유선,True,270565.2,2,0.0,13525.2
IN-2025-24447,2025-01-23,2025-01-24,First Class,GR-14560,권진아,Corporate,완도군,전라남도,대한민국,TEC-CO-10003702,Technology,Copiers,"Brother Ink, Digital",곽승예,False,269781.84,2,0.1,116904.24
IN-2025-24447,2025-01-23,2025-01-24,First Class,GR-14560,권진아,Corporate,완도군,전라남도,대한민국,OFF-AR-10002364,Office Supplies,Art,"BIC Pens, Easy-Erase",곽승예,False,40070.7,3,0.1,5278.5
ID-2025-39952,2025-10-24,2025-10-26,Second Class,EB-13975,원현정,Corporate,종로구,서울특별시,대한민국,TEC-PH-10004578,Technology,Phones,"Nokia Office Telephone, with Caller ID",전소현,False,149473.35,3,0.25,-1996.65
IN-2025-14003,2025-05-26,2025-05-28,First Class,GH-14425,권은설,Consumer,중구,서울특별시,대한민국,OFF-PA-10000924,Office Supplies,Paper,"Green Bar Message Books, Multicolor",전소현,True,51408.0,2,0.0,3060.0
IN-2025-14003,2025-05-26,2025-05-28,First Class,GH-14425,권은설,Consumer,중구,서울특별시,대한민국,FUR-CH-10002890,Furniture,Chairs,"Office Star Chairmat, Adjustable",전소현,True,348381.0,5,0.0,31212.0
IN-2025-14003,2025-05-26,2025-05-28,First Class,GH-14425,권은설,Consumer,중구,서울특별시,대한민국,OFF-FA-10003745,Office Supplies,Fasteners,"Accos Rubber Bands, Metal",전소현,True,17136.0,1,0.0,5477.4
IN-2025-14003,2025-05-26,2025-05-28,First Class,GH-14425,권은설,Consumer,중구,서울특별시,대한민국,OFF-AP-10002326,Office Supplies,Appliances,"Hamilton Beach Microwave, White",전소현,True,286263.0,1,0.0,0.0
IN-2025-14003,2025-05-26,2025-05-28,First Class,GH-14425,권은설,Consumer,중구,서울특별시,대한민국,TEC-CO-10004929,Technology,Copiers,"Canon Personal Copier, Color",전소현,True,147063.6,1,0.0,19094.4
IN-2025-25147,2025-10-20,2025-10-24,Second Class,BF-11080,허혁,Consumer,서구,광주광역시,대한민국,OFF-BI-10000006,Office Supplies,Binders,"Ibico Binder, Durable",곽승예,False,140288.76,9,0.1,16909.56
ID-2025-25693,2025-01-11,2025-01-16,Standard Class,SC-20440,신기덕,Corporate,서구,인천광역시,대한민국,OFF-FA-10002459,Office Supplies,Fasteners,"Advantus Clamps, Bulk Pack",전소현,False,31284.522,3,0.47,-4150.278
IN-2025-17580,2025-09-23,2025-09-29,Standard Class,HR-14770,권여진,Home Office,구리시,경기도,대한민국,FUR-CH-10000974,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Black",전소현,False,2898493.2,8,0.25,193208.4
IN-2025-17580,2025-09-23,2025-09-29,Standard Class,HR-14770,권여진,Home Office,구리시,경기도,대한민국,FUR-CH-10000430,Furniture,Chairs,"SAFCO Swivel Stool, Red",전소현,False,256948.2,2,0.25,47950.2
IN-2025-32609,2025-11-04,2025-11-06,First Class,DK-12835,이대영,Corporate,구례군,전라남도,대한민국,TEC-AC-10002850,Technology,Accessories,"Enermax Memory Card, Bluetooth",곽승예,False,233355.6,2,0.0,34945.2
IN-2025-32609,2025-11-04,2025-11-06,First Class,DK-12835,이대영,Corporate,구례군,전라남도,대한민국,TEC-CO-10000447,Technology,Copiers,"Canon Wireless Fax, Color",곽승예,False,775404.0,2,0.0,294616.8
IN-2025-50977,2025-03-11,2025-03-15,Standard Class,LA-16780,류미애,Corporate,시흥시,경기도,대한민국,TEC-CO-10000786,Technology,Copiers,"Canon Fax Machine, Color",전소현,False,652453.2,2,0.0,123930.0
IN-2025-50977,2025-03-11,2025-03-15,Standard Class,LA-16780,류미애,Corporate,시흥시,경기도,대한민국,FUR-CH-10000110,Furniture,Chairs,"Hon Bag Chairs, Red",전소현,False,92106.0,2,0.0,39596.4
ID-2025-26323,2025-05-21,2025-05-27,Standard Class,DK-13375,송도희,Consumer,양주시,경기도,대한민국,OFF-PA-10000694,Office Supplies,Paper,"Green Bar Message Books, Premium",전소현,False,72797.4,6,0.5,-26346.6
ID-2025-58572,2025-05-24,2025-05-29,Standard Class,VT-21700,안현성,Home Office,서초구,서울특별시,대한민국,TEC-PH-10004578,Technology,Phones,"Nokia Office Telephone, with Caller ID",전소현,False,232514.1,7,0.5,-120915.9
ID-2025-58572,2025-05-24,2025-05-29,Standard Class,VT-21700,안현성,Home Office,서초구,서울특별시,대한민국,FUR-CH-10002966,Furniture,Chairs,"Harbour Creations Swivel Stool, Red",전소현,False,587911.68,4,0.2,-124945.92
ID-2025-58572,2025-05-24,2025-05-29,Standard Class,VT-21700,안현성,Home Office,서초구,서울특별시,대한민국,TEC-PH-10004300,Technology,Phones,"Apple Office Telephone, Cordless",전소현,False,138985.2,4,0.5,-8384.4
IN-2025-53707,2025-05-29,2025-06-02,Second Class,DJ-13630,심소연,Consumer,경주시,경상북도,대한민국,OFF-LA-10003678,Office Supplies,Labels,"Hon Round Labels, 5000 Label Set",원유선,False,35955.0,5,0.0,0.0
IN-2025-53707,2025-05-29,2025-06-02,Second Class,DJ-13630,심소연,Consumer,경주시,경상북도,대한민국,TEC-PH-10001321,Technology,Phones,"Cisco Speaker Phone, Full Size",원유선,False,855392.4,6,0.0,179560.8
IN-2025-53707,2025-05-29,2025-06-02,Second Class,DJ-13630,심소연,Consumer,경주시,경상북도,대한민국,FUR-CH-10002932,Furniture,Chairs,"Harbour Creations Rocking Chair, Adjustable",원유선,False,152571.6,1,0.0,15238.8
IN-2025-67462,2025-12-19,2025-12-23,Standard Class,VB-21745,박순호,Corporate,장수군,전라북도,대한민국,TEC-MA-10002134,Technology,Machines,"Konica Inkjet, Wireless",곽승예,False,959126.4,3,0.0,143850.6
IN-2025-67462,2025-12-19,2025-12-23,Standard Class,VB-21745,박순호,Corporate,장수군,전라북도,대한민국,OFF-ST-10002395,Office Supplies,Storage,"Rogers Lockers, Single Width",곽승예,False,215883.0,1,0.0,94982.4
IN-2025-67462,2025-12-19,2025-12-23,Standard Class,VB-21745,박순호,Corporate,장수군,전라북도,대한민국,OFF-BI-10001293,Office Supplies,Binders,"Acco 3-Hole Punch, Clear",곽승예,False,120686.4,4,0.0,1101.6
IN-2025-66615,2025-01-19,2025-01-24,Standard Class,DB-13405,류하람,Consumer,북구,광주광역시,대한민국,FUR-CH-10000027,Furniture,Chairs,"SAFCO Executive Leather Armchair, Black",곽승예,False,5149980.0,11,0.0,669497.4
IN-2025-66615,2025-01-19,2025-01-24,Standard Class,DB-13405,류하람,Consumer,북구,광주광역시,대한민국,OFF-SU-10003592,Office Supplies,Supplies,"Acme Ruler, High Speed",곽승예,False,119309.4,7,0.0,4712.4
IN-2025-57683,2025-09-11,2025-09-15,Standard Class,DL-13330,이세연,Consumer,남구,울산광역시,대한민국,FUR-BO-10000210,Furniture,Bookcases,"Ikea Library with Doors, Pine",원유선,True,1116104.4,3,0.0,334794.6
IN-2025-57683,2025-09-11,2025-09-15,Standard Class,DL-13330,이세연,Consumer,남구,울산광역시,대한민국,OFF-AP-10003500,Office Supplies,Appliances,"KitchenAid Microwave, White",원유선,True,314629.2,1,0.0,88066.8
IN-2025-57683,2025-09-11,2025-09-15,Standard Class,DL-13330,이세연,Consumer,남구,울산광역시,대한민국,OFF-PA-10003303,Office Supplies,Paper,"Xerox Computer Printout Paper, Multicolor",원유선,True,254745.0,9,0.0,117045.0
IN-2025-57683,2025-09-11,2025-09-15,Standard Class,DL-13330,이세연,Consumer,남구,울산광역시,대한민국,TEC-MA-10003624,Technology,Machines,"StarTech Inkjet, Wireless",원유선,True,307805.4,1,0.0,141586.2
IN-2025-68169,2025-10-09,2025-10-09,Same Day,EG-13900,오혁수,Consumer,홍천군,강원도,대한민국,TEC-PH-10004200,Technology,Phones,"Motorola Audio Dock, Full Size",허진성,False,147867.156,1,0.17,12462.156
IN-2025-57172,2025-03-10,2025-03-14,Standard Class,CB-12025,박민준,Consumer,유성구,대전광역시,대한민국,FUR-BO-10004043,Furniture,Bookcases,"Dania Classic Bookcase, Metal",신한결,False,1255273.2,3,0.0,25061.4
ID-2025-11707,2025-08-05,2025-08-10,Standard Class,AW-10930,류혜령,Home Office,동해시,강원도,대한민국,OFF-PA-10004115,Office Supplies,Paper,"Green Bar Computer Printout Paper, 8.5 x 11",허진성,False,54979.02,3,0.47,-21857.58
ID-2025-39042,2025-06-22,2025-06-27,Standard Class,AR-10405,신상호,Corporate,고양시,경기도,대한민국,OFF-EN-10002119,Office Supplies,Envelopes,"Ames Manila Envelope, Security-Tint",전소현,False,102513.978,7,0.47,-3943.422
IN-2025-65936,2025-03-19,2025-03-25,Standard Class,TS-21205,손지원,Corporate,진천군,충청북도,대한민국,OFF-AR-10000120,Office Supplies,Art,"BIC Canvas, Fluorescent",신한결,False,122769.648,3,0.27,10039.248
IN-2025-69527,2025-10-31,2025-11-02,First Class,JG-15805,권지애,Corporate,김포시,경기도,대한민국,FUR-CH-10002631,Furniture,Chairs,"Office Star Bag Chairs, Black",전소현,False,108140.4,2,0.0,9730.8
IN-2025-23649,2025-07-23,2025-07-27,Standard Class,HA-14920,도현윤,Consumer,서구,대전광역시,대한민국,TEC-AC-10002688,Technology,Accessories,"Memorex Memory Card, Bluetooth",신한결,False,375535.44,4,0.1,150197.04
